region_name,division_name,school_id,school_name,allocated_lots_numbers
CAR,Abra,134966,"Agtangao ES","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,134968,"Bangued East Central School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,134972,"Macarcarmay ES","6, 7, 8, 9, 11, 14"
CAR,Abra,134975,"Sinalang Pilot ES","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,134979,"Bangued West CS","6, 7, 8, 9, 11, 14"
CAR,Abra,134987,"Bangbangcag PS","6, 7, 8, 9, 11, 14"
CAR,Abra,134988,"Bangcagan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,134989,"Bucay Central School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,134997,"Lublubnac PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,134998,"Madago Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135000,"Manabo Pilot ES","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135001,"Pagala East PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135004,"Quimloong ES","6, 7, 8, 9, 11, 14"
CAR,Abra,135022,"Pacac ES","6, 7, 8, 9, 11, 14"
CAR,Abra,135024,"Tayum Central School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135032,"Isit Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135034,"Liguis ES","6, 7, 8, 9, 11, 14"
CAR,Abra,135042,"Sidongan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135052,"Binasaran PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135054,"Bulbulala PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135055,"Buneg PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135056,"Caoayan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135066,"Lagben PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135077,"Paganao E/S","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135082,"Tagodtod ES","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135084,"Taripan Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135095,"Caocaoayan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135096,"Dacuag PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135102,"Lipting PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135111,"Tabacda PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135114,"Tillilo PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135117,"Tukipa PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135134,"Casilagan ES","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135141,"Pidigan CS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135173,"Bilabila ES","6, 7, 8, 9, 11, 14"
CAR,Abra,135186,"Lam-aoan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135192,"Pikek PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135201,"Baug PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135202,"Baybayatin PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135203,"Belaat Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135207,"Colabaoan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135210,"Kiwas PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135211,"Laba PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135214,"Lukgay PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135216,"Makingag Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135219,"Pang-ot Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,135222,"Sabangan Elementary School","6, 7, 8, 9, 11, 14"
CAR,Abra,218502,"Agat Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218504,"Cosili West PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218505,"Sta. Rosa PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218506,"Lubong PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218508,"Gacab PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218509,"Lat-ey PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218510,"Pangtud PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218512,"Poblacion West PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218513,"Presentar PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218514,"Taping Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218516,"South Balioag PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218517,"Banay PS","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,218519,"Tattawa Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Abra,318701,"MARC YSRAEL B. BERNOS MEMORIAL NATIONAL HIGH SCHOOL","6, 7, 13, 14"
CAR,Apayao,135228,"Assat Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135229,"Ayayao ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135232,"Don Roque  ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135240,"Naguilian Norte  ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135246,"Sabangan ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135247,"Salongsong ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135248,"Soda ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135255,"Guedeged ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135289,"Flora CS","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135296,"Upper Atok ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135300,"Mallag PS","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135315,"Guimitan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135317,"Taracay PS","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135325,"Nagbabalayan ES","6, 7, 8, 9, 11, 14"
CAR,Apayao,135331,"Cagandungan West ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135332,"Calabigan ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135333,"Capagaypayan Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135336,"Luna CS","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135345,"San Jose ES","6, 7, 8, 9, 11, 14"
CAR,Apayao,135346,"Shalom PS","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,135360,"Upper Maton E/S","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,219002,"Nueva Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,219004,"Luyon ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,219006,"Apaya ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,219008,"Culilimtao ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,219014,"San Mariano Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,219016,"Bubog ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,219018,"Mabaguio ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,219021,"Bucarot ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,219026,"Lt. Balag ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,219029,"Calayucay ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,220023,"Iyapan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,220024,"Kagawaddan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,220025,"Paco Valley ES","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,220026,"Bayugao Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,220027,"Turayok Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Apayao,305106,"Apayao National Industrial Agricultural High School","6, 7, 13, 14"
CAR,Apayao,305109,"Sta. Marcela NHS","6, 7, 13, 14"
CAR,Apayao,305123,"Pudtol Vocational High School","6, 7, 13, 14"
CAR,Apayao,318801,"Tumog National Agricultural and trade High School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Apayao,318804,"tanglagan national high school","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Apayao,318805,"CONSUELO NATIONAL HIGH SCHOOL","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Apayao,318806,"Kabugao National High School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Apayao,502647,"Allangigan Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Apayao,502648,"Karikitan Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Apayao,502649,"Malayugan Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Apayao,502650,"Malama Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Apayao,502651,"Katablangan Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,"Baguio City",136381,"Aguinaldo Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136383,"Dominican-Mirador Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136384,"Dontogan Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136385,"Josefa Cariño Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136386,"Pacday Quinio Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136387,"Quezon Hill Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136388,"Elpidio R. Quirino Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136389,"San Carlos Heights Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136390,"San Luis Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136393,"Bonifacio Elementary school","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136395,"Magsaysay Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136396,"Pinget Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136397,"Pinsao Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136398,"Quirino Hill ES","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136400,"Dona Aurora Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136401,"Doña Nicasia Puyat ES","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136402,"Gibraltar Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136403,"Apolinario Mabini ES","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136404,"Rizal Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136405,"Bakakeng Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136406,"Camp 7 Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136407,"Crystal Cave Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136408,"Dona Aurora H. Bueno Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136409,"Fort del Pilar Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136411,"Jose P. Laurel Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136413,"Loakan Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136414,"Manuel L. Quezon Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136415,"Manuel A. Roxas Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",136416,"San Vicente Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",136417,"SPED Center (FL)","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",221501,"Kias Elementary School","6, 7, 8, 9, 11, 14"
CAR,"Baguio City",221505,"Irisan Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,"Baguio City",305269,"Baguio City High School - Main","6, 7, 13, 14"
CAR,"Baguio City",305271,"Bakakeng National High School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,"Baguio City",305275,"Mil-an National High School","6, 7, 13, 14"
CAR,"Baguio City",305276,"Rizal National High School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,"Baguio City",305279,"Sto. Tomas National High School","6, 7, 13, 14"
CAR,"Baguio City",305282,"Guisad Valley National High School","6, 7, 13, 14"
CAR,"Baguio City",340055,"Baguio City National Science High School","6, 7, 13, 14"
CAR,Benguet,135373,"Beckes Pol-oc PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135385,"Dalmacio Miguel PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135387,"Englandad PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135390,"Inuman PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135391,"Ja'pa ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135399,"Labinio-Mariano ES","6, 7, 8, 9, 11, 14"
CAR,Benguet,135407,"Cadsi Amoy ES","6, 7, 8, 9, 11, 14"
CAR,Benguet,135444,"Kiweng PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135449,"Otbong PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135451,"Pidile PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135452,"Celo Doni PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135457,"Abatan ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135462,"Antopac-Lusong PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135466,"Bangao Moreno ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135475,"Cabuguiasan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135481,"Kimpit PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135485,"Loo ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135489,"Orlani Telitel PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135508,"Loacan ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135513,"Tuding ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135514,"Ucab ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135517,"Balatoc Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135533,"Saybuan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135534,"Sayo Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135551,"Duacan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135563,"Beleng-Belis Barrio School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135576,"Liblibeng Bo. Sch.","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135581,"Paykek ES","6, 7, 8, 9, 11, 14"
CAR,Benguet,135590,"Ubod Bo. Sch.","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135593,"Bekes Elementary School","6, 7, 8, 9, 11, 14"
CAR,Benguet,135596,"Tabbac Bo. School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135601,"Gasal Barrio School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135604,"Napsong Bo. Sch.","6, 7, 8, 9, 11, 14"
CAR,Benguet,135613,"Don Pulas ES (formerly Alapang Camp Dangwa ES)","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135614,"Alno-Kadoorie ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135615,"Ambiong ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135617,"Balili ES","6, 7, 8, 9, 11, 14"
CAR,Benguet,135619,"Bekkel ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135623,"Buyagan ES","6, 7, 8, 9, 11, 14"
CAR,Benguet,135624,"La Trinidad CS","6, 7, 8, 9, 11, 14"
CAR,Benguet,135627,"Longlong ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135628,"Lubas ES","6, 7, 8, 9, 11, 14"
CAR,Benguet,135630,"Pico ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135631,"Puguis Elementary School","6, 7, 8, 9, 11, 14"
CAR,Benguet,135632,"Tacdian ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135634,"Tawang ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135637,"Ampuntoc PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135639,"Ayosep PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135640,"Kema PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135641,"Baguyos PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135651,"Cotcot Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135655,"Lepanto ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135657,"Ulsino Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135658,"Mankayan Central School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135659,"Mantiyeng PS","6, 7, 8, 9, 11, 14"
CAR,Benguet,135666,"Payeo PS","6, 7, 8, 9, 11, 14"
CAR,Benguet,135684,"Yabyabuan MG School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135685,"Andolor ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135689,"Camp 4 ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135690,"Camp 6 ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135696,"Klondykes ES","6, 7, 8, 9, 11, 14"
CAR,Benguet,135699,"Labney PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135712,"Taloy Norte ES","6, 7, 8, 9, 11, 14"
CAR,Benguet,135716,"Tuba Central School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135724,"Langbis PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135732,"Pangablan Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,135733,"Paoad ES","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219508,"Taba-ao-Marcos Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219511,"Dagadag Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219512,"Lap-angan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219518,"Ambayec PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219520,"Bawempeta PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219525,"Les-eng Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219526,"Bato PS","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219527,"Sumakey Multi-Grade School (formerly Amsalsal Primary School)","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219528,"Batanes Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219529,"Mateo Balsaoen Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219530,"Yugo-Bantales Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219531,"Alejandro L. Altiga Sr. ES (formerly Simpa PS)","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219532,"Sapdaan Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,219533,"Engay Willie Bay-an (Kayang) Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Benguet,305125,"Alejo M. Pacalso Memorial National High School","6, 7, 13, 14"
CAR,Benguet,305126,"Ampucao National High School","6, 7, 13, 14"
CAR,Benguet,305128,"Ampusongan National High School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,305131,"Bakun National High School","6, 7, 13, 14"
CAR,Benguet,305135,"Bokod National High School","6, 7, 13, 14"
CAR,Benguet,305136,"Buguias National High School","6, 7, 13, 14"
CAR,Benguet,305137,"Catlubong National High School","6, 7, 13, 14"
CAR,Benguet,305140,"Cordillera Regional Science High School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,305142,"Laurencio Fianza National High School","6, 7, 13, 14"
CAR,Benguet,305143,"Gov. Bado Dangwa Agro-Industrial School","6, 7, 13, 14"
CAR,Benguet,305144,"Guinaoang National High School","6, 7, 13, 14"
CAR,Benguet,305145,"Kamora National High School","6, 7, 13, 14"
CAR,Benguet,305147,"Kapangan Central National High School","6, 7, 13, 14"
CAR,Benguet,305149,"Kibungan National High School","6, 7, 13, 14"
CAR,Benguet,305157,"Sablan National High School","6, 7, 13, 14"
CAR,Benguet,305163,"Ambuklao National High School","6, 7, 13, 14"
CAR,Benguet,306057,"Franklin Guy Haight National High School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,318901,"Daklan National High School","6, 7, 13, 14"
CAR,Benguet,318902,"Bangao National High School","6, 7, 13, 14"
CAR,Benguet,501757,"Lam-ayan Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,502314,"Camanpaguey Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,502315,"Virac Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,502316,"Tocmo Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,502340,"Miguel Palispis Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,502618,"Omas Ampaguey Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,502619,"Cagui-ing Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,502621,"Bagu Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,502622,"Kabayan Central Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Benguet,502623,"Gaswiling Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Ifugao,135743,"Bunag PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135745,"Buwag Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135756,"Majlong Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135759,"Nepojnoc PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135761,"Talite Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135763,"Alfonso Lista CS","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135775,"Malalupa ES","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135779,"Pinto ES","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135797,"Maloy PS","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135803,"Nungawa PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135806,"Pulpog PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135813,"Banaue CS","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135828,"San Fernando ES","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135838,"Kayang PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135848,"Awa Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135860,"Tabag PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135871,"Kiangan Central School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135877,"Tuplac ES","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135887,"Lagawe Central School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135902,"Lamut CS","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135904,"Mabatobato ES","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135911,"Pugol  Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135912,"Pulaan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135918,"Alimit ES","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135922,"Buninan Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135926,"Guinihon ES","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135928,"Langayan Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135932,"Mapawoy PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135933,"Mayban PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135937,"Nattum Proper Elementary School","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135938,"Palaad ES","6, 7, 8, 9, 11, 14"
CAR,Ifugao,135942,"Bagingbing PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135948,"Huhlucan PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135953,"Mulam PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,135955,"Tinoc CS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,137161,"Dimas Ogano Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,220004,"Bongan Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,220005,"Ta-ang PS","6, 7, 8, 9, 10, 11, 14"
CAR,Ifugao,305169,"Caba National High School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Ifugao,305181,"Ifugao Prov'l. Science HS","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Ifugao,305190,"Sta. Maria National High School","6, 7, 13, 14"
CAR,Ifugao,306047,"Cudog National High School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Ifugao,340118,"Namulditan Senior High School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Ifugao,502250,"Itab Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
CAR,Kalinga,135968,"Bonong Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,135974,"Utah Community School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,135988,"Colong Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,135991,"Latawan Elementary School","6, 7, 8, 9, 11, 14"
CAR,Kalinga,136037,"Bonnong Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,136046,"Calbayan Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,136058,"Pinukpuk Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,136060,"Sagsag Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,136065,"Andarayan Elementary School","6, 7, 8, 9, 11, 14"
CAR,Kalinga,136076,"Rizal Central School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,136113,"Anggacan Elementary School","6, 7, 8, 9, 11, 14"
CAR,Kalinga,136115,"Tinangban Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,136150,"Tinglayan Central School","6, 7, 8, 9, 11, 14"
CAR,Kalinga,220505,"Payao Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,220509,"Magtoma Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,220511,"Baclas Elementary  School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,220516,"Coddog Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,220527,"Aguimitan Primary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,220530,"Babbanoy Elementary School","6, 7, 8, 9, 10, 11, 14"
CAR,Kalinga,305199,"Balbalan Agricultural and Industrial School","6, 7, 13, 14"
